行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
3157,JP-2019-1097795,2019/3/13,2019/3/13,即日配送,牧蓮-16495,牧原 蓮,大企業,佐伯市,大分県,日本,九州,事務用-クリ-10002490,事務用品,クリップ,"OIC 輪ゴム, 12 パック",1100,1,0,66
3158,JP-2022-2586019,2022/7/1,2022/7/2,即日配送,深孝-20770,深田 孝,大企業,亀岡市,京都府,日本,関西地方,家具-椅子-10003859,家具,椅子,"Harbour Creations ロッキング チェア, 赤",29418,3,0,9702
3159,JP-2020-2586120,2020/9/18,2020/9/20,ファースト クラス,薗葵-19075,薗田 葵,消費者,佐倉市,千葉県,日本,関東地方,家具-椅子-10000347,家具,椅子,"Harbour Creations スツール, 赤",14409.6,2,0.4,-2882.4
3160,JP-2020-1237379,2020/5/31,2020/6/2,セカンド クラス,田霞-20815,田添 霞,大企業,豊田市,愛知県,日本,中部地方,事務用-ラベ-10001494,事務用品,ラベル,"Avery 色分けラベル, 調整可能",2238,3,0,912
3161,JP-2020-1237379,2020/5/31,2020/6/2,セカンド クラス,田霞-20815,田添 霞,大企業,豊田市,愛知県,日本,中部地方,家具-家具-10000446,家具,家具,"Tenex 電球, 黒",3786,3,0,678
3162,JP-2019-1736236,2019/12/16,2019/12/18,セカンド クラス,菊延-13765,菊間 延,大企業,福山市,広島県,日本,中国地方,事務用-バイ-10001995,事務用品,バインダー,"ウィルソン・ジョーンズ とじ機, リサイクル",9864,3,0,2856
3163,JP-2022-2389354,2022/10/9,2022/10/12,セカンド クラス,畔学-10150,畔田 学,消費者,加古川市,兵庫県,日本,関西地方,事務用-封筒-10000552,事務用品,封筒,"Kraft 業務用封筒, リサイクル",6096,6,0,1584
3164,JP-2022-2389354,2022/10/9,2022/10/12,セカンド クラス,畔学-10150,畔田 学,消費者,加古川市,兵庫県,日本,関西地方,家具-椅子-10004435,家具,椅子,"Novimex 椅子用マット, 調整可能",15688,4,0,7216
3165,JP-2022-2389354,2022/10/9,2022/10/12,セカンド クラス,畔学-10150,畔田 学,消費者,加古川市,兵庫県,日本,関西地方,家電-電話-10003591,家電,電話機,"サムスン 信号ブースター, 青",18212,2,0,4916
3166,JP-2019-1535559,2019/5/13,2019/5/19,通常配送,滝紅-21025,滝川 紅子,小規模事業所,春日井市,愛知県,日本,中部地方,事務用-保管-10001308,事務用品,保管箱,"Smead ボックス, メタル",1312,2,0,156
3167,JP-2022-1904232,2022/1/1,2022/1/4,ファースト クラス,沖延-21850,沖津 延,消費者,羽曳野市,大阪府,日本,関西地方,家電-事務-10001677,家電,事務機器,"エプソン インクジェット, マルチカラー",20548,1,0,2876
3168,JP-2020-1016798,2020/6/15,2020/6/20,通常配送,沼静-20050,沼本 静香,小規模事業所,朝霞市,埼玉県,日本,関東地方,事務用-保管-10002237,事務用品,保管箱,"Rogers ボックス, メタル",4608,3,0,504
3169,JP-2019-1819336,2019/10/15,2019/10/16,即日配送,毛陽-20095,毛利 陽菜,消費者,出水市,鹿児島県,日本,九州,事務用-ラベ-10004740,事務用品,ラベル,"Harbour Creations 丸型ラベル, 赤",876,2,0,192
3170,JP-2019-1819336,2019/10/15,2019/10/16,即日配送,毛陽-20095,毛利 陽菜,消費者,出水市,鹿児島県,日本,九州,事務用-文房-10001462,事務用品,文房具,"Fiskars カッター ナイフ, 業務用",7428,3,0,255
3171,JP-2021-1057064,2021/5/11,2021/5/13,セカンド クラス,福陸-15325,福田 陸,大企業,長岡市,新潟県,日本,中部地方,家具-椅子-10000510,家具,椅子,"Harbour Creations ビーチ チェア, 黒",11838,3,0,468
3172,JP-2021-1057064,2021/5/11,2021/5/13,セカンド クラス,福陸-15325,福田 陸,大企業,長岡市,新潟県,日本,中部地方,家具-椅子-10000358,家具,椅子,"Office Star ロッキング チェア, 調整可能",47800,5,0,22460
3173,JP-2021-1057064,2021/5/11,2021/5/13,セカンド クラス,福陸-15325,福田 陸,大企業,長岡市,新潟県,日本,中部地方,家電-電話-10001539,家電,電話機,"サムスン ヘッドセット, フル サイズ",9932,2,0,170
3174,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-ラベ-10002779,事務用品,ラベル,"Smead 取り外し可能ラベル, 高耐久性",2178,5,0.4,-372
3175,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-保管-10000150,事務用品,保管箱,"Fellowes ファイル カート, 業務用",5511.6,1,0.4,-3492.4
3176,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-ラベ-10002552,事務用品,ラベル,"Smead 輸送用ラベル, 高耐久性",960,2,0.4,-288
3177,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-ラベ-10003901,事務用品,ラベル,"Avery 法的提出用ラベル, 赤",2232,5,0.4,222
3178,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-保管-10001265,事務用品,保管箱,"Rogers ファイル カート, 青",28320,5,0.4,-18455
3179,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-バイ-10002852,事務用品,バインダー,"Ibico 穴の補強テープ, クリア",2322,9,0.4,-630
3180,JP-2022-2009166,2022/3/13,2022/3/17,セカンド クラス,稲正-10180,稲毛 正,小規模事業所,伊豆の国市,静岡県,日本,中部地方,事務用-文房-10000839,事務用品,文房具,"Elite カッター ナイフ, 長方形",6318,5,0.4,418
3181,JP-2019-2593821,2019/1/1,2019/1/3,セカンド クラス,塩香-17725,塩井 香,消費者,豊田市,愛知県,日本,中部地方,事務用-クリ-10001103,事務用品,クリップ,"OIC 画鋲, 12 パック",8100,9,0,1296
3182,JP-2019-1387773,2019/4/13,2019/4/19,通常配送,濱真-15550,濱 真美,小規模事業所,三島市,静岡県,日本,中部地方,家電-コピ-10000741,家電,コピー機,"シャープ ファックスとコピー機, カラー",27206.4,4,0.4,-1.6
3183,JP-2022-2594917,2022/8/19,2022/8/21,セカンド クラス,住義-16750,住岡 義雄,消費者,新宿区,東京都,日本,関東地方,事務用-アプ-10000965,事務用品,アプライアンス,"ブレビル コーヒーミル, シルバー",14191.6,4,0.15,999.6
3184,JP-2022-2594917,2022/8/19,2022/8/21,セカンド クラス,住義-16750,住岡 義雄,消費者,新宿区,東京都,日本,関東地方,事務用-封筒-10002778,事務用品,封筒,"GlobeWeis 茶封筒, 赤",8763.5,5,0.15,-936.5
3185,JP-2021-1525439,2021/11/17,2021/11/22,通常配送,木美-15940,木戸口 美羽,小規模事業所,岡崎市,愛知県,日本,中部地方,家具-家具-10001355,家具,家具,"Eldon ドア ストッパー, プレミアム",13008,4,0,3120
3186,JP-2021-1525439,2021/11/17,2021/11/22,通常配送,木美-15940,木戸口 美羽,小規模事業所,岡崎市,愛知県,日本,中部地方,事務用-アプ-10004595,事務用品,アプライアンス,"フーバー トースター, 黒",5538,1,0,1272
3187,JP-2020-1872207,2020/6/14,2020/6/19,セカンド クラス,五美-19525,五月女 美月,大企業,田川郡川崎町,福岡県,日本,九州,家具-本棚-10002156,家具,本棚,"Bush キャビネット, 従来型",57348,6,0,13188
3188,JP-2020-1872207,2020/6/14,2020/6/19,セカンド クラス,五美-19525,五月女 美月,大企業,田川郡川崎町,福岡県,日本,九州,家電-コピ-10003185,家電,コピー機,"シャープ 無線ファックス, デジタル",189632,8,0,47408
3189,JP-2022-1070435,2022/6/16,2022/6/18,ファースト クラス,伊美-21880,伊良部 美羽,大企業,枚方市,大阪府,日本,関西地方,事務用-文房-10002554,事務用品,文房具,"Stiletto 大型のはさみ, 長方形",5972,2,0,1432
3190,JP-2022-1070435,2022/6/16,2022/6/18,ファースト クラス,伊美-21880,伊良部 美羽,大企業,枚方市,大阪府,日本,関西地方,事務用-封筒-10000394,事務用品,封筒,"GlobeWeis 業務用封筒, 50 枚セット",6936,6,0,1656
3191,JP-2021-1852846,2021/4/4,2021/4/6,ファースト クラス,黒香-10900,黒松 香,消費者,姫路市,兵庫県,日本,関西地方,家具-椅子-10000287,家具,椅子,"Office Star ビーチ チェア, 調整可能",11586,3,0,4398
3192,JP-2022-2600690,2022/3/18,2022/3/23,通常配送,永陽-12865,永嶋 陽子,消費者,館山市,千葉県,日本,関東地方,事務用-文房-10000839,事務用品,文房具,"Elite カッター ナイフ, 長方形",6318,5,0.4,418
3193,JP-2021-1630049,2021/6/26,2021/6/28,ファースト クラス,門颯-10360,門田 颯太,大企業,大牟田市,福岡県,日本,九州,事務用-クリ-10004179,事務用品,クリップ,"Accos ペーパー クリップ, 大容量パック",4680,5,0,2190
3194,JP-2021-1245193,2021/1/15,2021/1/19,セカンド クラス,垣千-12205,垣本 千代,消費者,新宿区,東京都,日本,関東地方,家具-椅子-10004803,家具,椅子,"Hon 椅子用マット, 2 つセット",6548.4,2,0.15,1540.4
3195,JP-2021-1245193,2021/1/15,2021/1/19,セカンド クラス,垣千-12205,垣本 千代,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10002055,事務用品,文房具,"Elite 定規, スチール",1496,2,0.15,-94
3196,JP-2019-1285156,2019/11/28,2019/12/2,通常配送,宇明-15265,宇良 明美,大企業,三原市,広島県,日本,中国地方,事務用-文房-10003073,事務用品,文房具,"Acme 大型のはさみ, 青",9984,3,0,2196
3197,JP-2019-1285156,2019/11/28,2019/12/2,通常配送,宇明-15265,宇良 明美,大企業,三原市,広島県,日本,中国地方,家具-椅子-10001232,家具,椅子,"Novimex 折り畳み式の椅子, 黒",26600,5,0,8240
3198,JP-2019-1285156,2019/11/28,2019/12/2,通常配送,宇明-15265,宇良 明美,大企業,三原市,広島県,日本,中国地方,事務用-文房-10003032,事務用品,文房具,"Fiskars 定規, 長方形",3710,5,0,960
3199,JP-2022-1427947,2022/12/22,2022/12/24,ファースト クラス,我大-12850,我孫子 大輝,消費者,豊田市,愛知県,日本,中部地方,家電-コピ-10003676,家電,コピー機,"キヤノン 無線ファックス, カラー",76020,3,0,28122
3200,JP-2022-1427947,2022/12/22,2022/12/24,ファースト クラス,我大-12850,我孫子 大輝,消費者,豊田市,愛知県,日本,中部地方,家電-事務-10004811,家電,事務機器,"StarTech レシート プリンター, 白",15258.6,3,0.3,-2621.4
3201,JP-2022-1427947,2022/12/22,2022/12/24,ファースト クラス,我大-12850,我孫子 大輝,消費者,豊田市,愛知県,日本,中部地方,事務用-紙-10004620,事務用品,紙,"Eaton スケジュール帳, リサイクル",6830,5,0,2320
3202,JP-2022-1274876,2022/5/14,2022/5/17,ファースト クラス,藤智-11200,藤見 智子,消費者,日光市,栃木県,日本,関東地方,家具-椅子-10001207,家具,椅子,"SAFCO ロッキング チェア, 赤",35976,4,0,10432
3203,JP-2022-1274876,2022/5/14,2022/5/17,ファースト クラス,藤智-11200,藤見 智子,消費者,日光市,栃木県,日本,関東地方,事務用-アプ-10002133,事務用品,アプライアンス,"ブレビル トースター, 黒",15228,3,0,3954
3204,JP-2022-1274876,2022/5/14,2022/5/17,ファースト クラス,藤智-11200,藤見 智子,消費者,日光市,栃木県,日本,関東地方,事務用-文房-10004403,事務用品,文房具,"Elite 裁断機, 業務用",5772,2,0,170
3205,JP-2022-1322751,2022/11/10,2022/11/15,通常配送,水瞳-10885,水上 瞳,消費者,和泉市,大阪府,日本,関西地方,事務用-バイ-10001121,事務用品,バインダー,"Avery とじ機, リサイクル",19680,6,0,7080
3206,JP-2022-2411459,2022/12/2,2022/12/5,セカンド クラス,梶正-18190,梶ケ谷 正男,消費者,加賀郡吉備中央町,岡山県,日本,中国地方,事務用-紙-10001998,事務用品,紙,"Eaton 硫酸紙, 12 パック",5870,5,0,580
3207,JP-2021-1959871,2021/9/3,2021/9/5,セカンド クラス,阿真-20005,阿部 真美,消費者,佐伯市,大分県,日本,九州,事務用-保管-10004471,事務用品,保管箱,"Eldon ロッカー, メタル",65660,5,0,20350
3208,JP-2021-1959871,2021/9/3,2021/9/5,セカンド クラス,阿真-20005,阿部 真美,消費者,佐伯市,大分県,日本,九州,家具-椅子-10003898,家具,椅子,"SAFCO ロッキング チェア, 調整可能",27480,3,0,1374
3209,JP-2021-1792279,2021/10/2,2021/10/7,通常配送,堀誠-18700,堀篭 誠,消費者,宇部市,山口県,日本,中国地方,事務用-アプ-10000891,事務用品,アプライアンス,"キッチンエイド 冷蔵庫, 黒",63284.4,3,0.4,-15825.6
3210,JP-2022-2075585,2022/6/18,2022/6/24,通常配送,滝優-17140,滝沢 優香,消費者,平塚市,神奈川県,日本,関東地方,家電-付属-10004048,家電,付属品,"エナーマックス キーパッド, リサイクル",40436,11,0,13728
3211,JP-2022-2075585,2022/6/18,2022/6/24,通常配送,滝優-17140,滝沢 優香,消費者,平塚市,神奈川県,日本,関東地方,事務用-紙-10004650,事務用品,紙,"サンディスク 事務用品, プレミアム",3228,1,0,936
3212,JP-2022-2075585,2022/6/18,2022/6/24,通常配送,滝優-17140,滝沢 優香,消費者,平塚市,神奈川県,日本,関東地方,事務用-クリ-10003119,事務用品,クリップ,"Stockwell 押しピン, 各種サイズ",1524,2,0,0
3213,JP-2020-1170849,2020/6/19,2020/6/24,通常配送,佐美-17245,佐田 美羽,消費者,石巻市,宮城県,日本,東北地方,事務用-アプ-10002935,事務用品,アプライアンス,"フーバー 電子レンジ, シルバー",103130,5,0,10310
3214,JP-2020-1170849,2020/6/19,2020/6/24,通常配送,佐美-17245,佐田 美羽,消費者,石巻市,宮城県,日本,東北地方,家具-家具-10001478,家具,家具,"Tenex ドア ストッパー, マルチパック",14650,5,0,1900
3215,JP-2022-2135021,2022/10/21,2022/10/27,通常配送,掛禎-21265,掛布 禎子,大企業,四日市市,三重県,日本,関西地方,事務用-クリ-10000134,事務用品,クリップ,"Stockwell ホチキス, 12 パック",2046,5,0.4,266
3216,JP-2022-1707779,2022/9/19,2022/9/24,セカンド クラス,滝節-16225,滝村 節子,大企業,安城市,愛知県,日本,中部地方,家電-コピ-10003795,家電,コピー機,"ヒューレット・パッカード ファックスとコピー機, 2 つセット",102864,8,0,33936
3217,JP-2021-2617430,2021/10/31,2021/11/4,通常配送,円香-11335,円城寺 香,小規模事業所,堺市堺区,大阪府,日本,関西地方,家具-テー-10001935,家具,テーブル,"Barricks 会議机, 組み立て済み",242280,5,0.2,-60145
3218,JP-2022-2018662,2022/12/2,2022/12/6,セカンド クラス,高結-20035,高良 結衣,小規模事業所,西宮市,兵庫県,日本,関西地方,家具-椅子-10000839,家具,椅子,"Harbour Creations ロッキング チェア, 黒",28932,3,0,1152
3219,JP-2021-1185705,2021/11/17,2021/11/21,通常配送,末誠-11035,末長 誠,消費者,唐津市,佐賀県,日本,九州,事務用-ラベ-10001730,事務用品,ラベル,"Harbour Creations 取り外し可能ラベル, 調整可能",1100,2,0,340
3220,JP-2020-1482159,2020/3/17,2020/3/23,通常配送,柿美-13825,柿沼 美優,大企業,小田原市,神奈川県,日本,関東地方,家具-本棚-10000261,家具,本棚,"イケア クラシック スタイルの本棚, 白",55236,2,0,2760
3221,JP-2020-1482159,2020/3/17,2020/3/23,通常配送,柿美-13825,柿沼 美優,大企業,小田原市,神奈川県,日本,関東地方,家具-家具-10003039,家具,家具,"Eldon フォト フレーム, プレミアム",11346,3,0,5442
3222,JP-2021-1674411,2021/4/12,2021/4/15,セカンド クラス,光正-10960,光藤 正男,消費者,伊勢崎市,群馬県,日本,関東地方,事務用-バイ-10000325,事務用品,バインダー,"カーディナル とじ機, リサイクル",13368,4,0,6144
3223,JP-2021-1674411,2021/4/12,2021/4/15,セカンド クラス,光正-10960,光藤 正男,消費者,伊勢崎市,群馬県,日本,関東地方,家具-椅子-10001207,家具,椅子,"SAFCO ロッキング チェア, 赤",26982,3,0,7824
3224,JP-2019-2059989,2019/4/6,2019/4/11,通常配送,岩萌-18400,岩原 萌,消費者,姫路市,兵庫県,日本,関西地方,家電-電話-10001296,家電,電話機,"アップル 信号ブースター, 青",63770,7,0,27412
3225,JP-2021-1727225,2021/8/19,2021/8/23,通常配送,金延-20185,金子 延,消費者,浜松市中区,静岡県,日本,中部地方,事務用-アプ-10001532,事務用品,アプライアンス,"クイジナート 電子レンジ, 黒",33346.8,3,0.4,-559.2
3226,JP-2019-1174888,2019/10/26,2019/10/28,セカンド クラス,姉彩-15490,姉川 彩乃,消費者,松本市,長野県,日本,中部地方,事務用-画材-10001848,事務用品,画材,"BIC マーカー, 各種サイズ",5527.2,4,0.3,-2216.8
